best_dev_mse,history,hyperparam
0.03609023988246918,"{'loss': [0.03920776502457632, 0.037692687256800375, 0.037328493495628376, 0.03710551380247367, 0.03681753862278276, 0.03677365764855191, 0.03664904810760207, 0.03661306324906495, 0.03654674752898141, 0.03651879012778734, 0.038330303857445895, 0.036421365476469944, 0.03637988672971675, 0.0363111478240587, 0.036292778528379636, 0.03624758580995178, 0.03623466614409354, 0.036207361712766006, 0.036169639725950484, 0.03614375265208009, 0.036134447086739144, 0.03613636041448501, 0.03646062073009418, 0.03606343049192154, 0.0361316506939927, 0.03606795411454451, 0.03602058806961858], 'mean_squared_error': [0.03920764, 0.037692767, 0.037328523, 0.037105422, 0.036817536, 0.036773525, 0.03664902, 0.036613077, 0.036546748, 0.036518898, 0.038330343, 0.03642137, 0.036379952, 0.036310997, 0.036292817, 0.03624764, 0.03623474, 0.036207378, 0.036169544, 0.03614386, 0.036134552, 0.03613641, 0.036460597, 0.036063574, 0.036131557, 0.0360679, 0.036020517], 'val_mean_squared_error': [0.038260166, 0.037431262, 0.03745958, 0.036842473, 0.037060853, 0.036870714, 0.03667087, 0.036659002, 0.036599506, 0.036753554, 0.0383024, 0.036838353, 0.03641321, 0.03670862, 0.036482695, 0.036615204, 0.03609024, 0.036561914, 0.036404993, 0.03657532, 0.036536135, 0.036476187, 0.036904536, 0.036198385, 0.0368867, 0.036482494, 0.036266953], 'val_loss': [0.03826017419703551, 0.037431262305886046, 0.037459573204554085, 0.036842482164905224, 0.03706086067181726, 0.03687071998266463, 0.036670857541569984, 0.036659002427420456, 0.036599505998794545, 0.036753561103454895, 0.038302391459009204, 0.03683834502163503, 0.036413210523492466, 0.03670861670137535, 0.03648269412931465, 0.03661519220842003, 0.03609023762547479, 0.03656190569549294, 0.036404989696332386, 0.03657532128572791, 0.03653611942415225, 0.036476179418065184, 0.03690452620732116, 0.03619839152460821, 0.03688668055133494, 0.03648249018465205, 0.036266946241131665]}","{'opt': 'adam', 'fc_hidden_size': 128, 'lr': 0.005793115158586209, 'n_fc_layers': 4}"
